car_name,model_year,km,transmission,fuel,color,no_doors,engine_capacity,drive_type,no_cylinders,Accident_history,price
Used Toyota Camry 2019,2019,"45,000KM",Automatic,Petrol,Blue,4,2500,"
            Front Wheel Drive
          ",4,Perfect inside out,"48,000"
Used Mitsubishi Pajero 3.0L GLS 5 Door High 2008,2008,"228,000KM",CVT,Petrol,White,4,3,"
            All Wheel Drive
          ",6,Normal wear and tear with a few issues,"33,000"
Used Chevrolet Suburban  LT 5.3L 2014,2014,"165,000KM",Automatic,Petrol,Black,5,5300,"
            Rear Wheel Drive
          ",8,Perfect inside out,"69,000"
Used Hyundai Accent  1.4L GL 2017,2017,"83,500KM",Automatic,Petrol,White,4,1400,"
            Front Wheel Drive
          ",4,Perfect inside out,"17,000"
Used Audi Q5 2016,2016,"53,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",4,N/A,"106,000"
Used Ford Taurus 2011,2011,"324,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"28,500"
Used Hyundai Elantra 2016,2016,"186,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",4,N/A,"35,800"
Used Toyota Land Cruiser 2016,2016,"270,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"155,000"
Used Land Rover Range Rover Sport 2012,2012,"184,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",8,N/A,"61,000"
Used Mitsubishi Pajero 2017,2017,"110,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"69,000"
Used Nissan Altima 2019,2019,"38,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"73,000"
Used Hyundai Sonata 2016,2016,"153,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"49,000"
Used Nissan Xterra 2012,2012,"205,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"45,000"
Used Nissan Armada 2010,2010,"356,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"17,000"
Used Mitsubishi Pajero 2016,2016,"307,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"48,000"
Used Infiniti Q70 2016,2016,"54,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",6,N/A,"68,000"
Used BMW 7 Series 2020,2020,"40,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",4,N/A,"300,000"
Used Hyundai Sonata 2018,2018,"144,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"56,000"
Used Mazda 6 2014,2014,"80,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"55,000"
Used Ford Expedition 2011,2011,"552,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"27,000"
Used Kia Sportage 2014,2014,"96,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"47,500"
Used Kia Cerato 2014,2014,"237,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"23,000"
Used Lexus ES 350 2013,2013,"201,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"83,000"
Used Chevrolet Suburban 2013,2013,"148,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"70,000"
Used Ford Taurus 2014,2014,"301,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"35,000"
Used Nissan Patrol 2018,2018,"210,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"160,000"
Used Ford Taurus 2016,2016,"223,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",6,N/A,"45,000"
Used Hyundai Santa Fe 2017,2017,"133,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",6,N/A,"56,300"
Used Ford Explorer  3.5L V6 Base 2015,2015,"117,000KM",Automatic,Petrol,Black,4,3500,"
            All Wheel Drive
          ",6,Perfect inside out,"70,000"
Used Toyota Hilux 2017,2017,"183,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"51,500"
Used Toyota Avalon 2015,2015,"282,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"73,000"
Used Hyundai Elantra 2016,2016,"143,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",Not Sure,Perfect inside out,"46,500"
Used Hyundai Elantra 2017,2017,"160,000KM",N/A,N/A,Bronze,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"52,000"
Used Hyundai Sonata 2016,2016,"184,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"43,000"
Used Toyota Yaris 2021,2021,"56,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"47,000"
Used Nissan Sunny 2016,2016,"135,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"32,000"
Used Toyota Yaris 2020,2020,"59,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"42,500"
Used Nissan Sunny 2022,2022,"200,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"48,500"
Used Ford F-150 2020,2020,"9,660KM",Automatic,Petrol,White,N/A,N/A,"
            Drive
          ",8,Perfect inside out,"160,000"
Used Toyota Corolla  1.6L GLI Moonroof 2020,2020,"22,000KM",CVT,Petrol,White,N/A,1600,"
            Front Wheel Drive
          ",4,Perfect inside out,"67,000"
New Dodge Ram 1500 2021,2021,0KM,N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"188,000"
Used Toyota Land Cruiser Prado 2006,2006,"436,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"35,000"
Used Toyota Land Cruiser 2008,2008,"500,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"55,000"
Used Toyota Corolla 2014,2014,"150,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"33,000"
Used Toyota Hilux 1999,1999,"400,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"165,000"
Used Toyota Camry 2009,2009,"369,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"24,000"
Used Hyundai H1 2017,2017,"85,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"43,000"
Used Nissan Frontier 2017,2017,"450,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"14,500"
Used Hyundai Tucson 2008,2008,"300,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"135,000"
Used Toyota Hilux 2012,2012,"350,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"38,000"
Used Toyota Land Cruiser 2007,2007,"250,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"39,000"
Used Toyota Yaris 2013,2013,"300,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,000"
Used Hyundai Accent 2015,2015,"200,000KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Hyundai Elantra 2016,2016,"149,000KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Kia Rio 2015,2015,"190,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"27,000"
Used Toyota Camry 2017,2017,"110,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"28,000"
Used Hyundai Accent 2012,2012,"300,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Normal wear and tear with a few issues,"8,500"
Used Hyundai Elantra 2016,2016,"131,000KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Hyundai Elantra 2009,2009,"235,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,000"
Used Toyota Camry 2014,2014,"143,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,000"
Used Toyota Corolla 2010,2010,"250,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Hyundai Accent 2014,2014,"100,000KM",N/A,N/A,Red,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Jeep Cherokee 2016,2016,"170,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"37,500"
Used Chevrolet Trailblazer 2004,2004,"240,000KM",Automatic,Petrol,Black,4,N/A,"
            Rear Wheel Drive
          ",6,Perfect inside out,"18,000"
Used Hyundai Accent 2015,2015,"4,300KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,000"
Used Kia Pegas 2020,2020,"37,000KM",N/A,N/A,Gold,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"39,500"
Used Toyota Camry 2007,2007,"180,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Ford Focus  2.0L ST 2013,2013,"99,000KM",Manual,Petrol,Silver,5,2000,"
            Front Wheel Drive
          ",4,Perfect inside out,"45,000"
Used Nissan Altima 2005,2005,"260,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"12,000"
Used Jeep Grand Cherokee L 2016,2016,"170,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",Not Sure,Perfect inside out,"39,000"
Used Dodge Durango 2013,2013,"185,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"36,000"
Used Mercedes-Benz S-Class 2017,2017,"69,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"260,000"
Used Dodge Charger 2014,2014,"248,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",6,N/A,"36,000"
Used Dodge Charger 2014,2014,"358,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"21,000"
Used Ford Crown Victoria 2011,2011,"218,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",8,N/A,"27,000"
Used Toyota Land Cruiser 2022,2022,"14,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"346,000"
Used Toyota FJ Cruiser 2016,2016,"334,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"85,000"
Used Dodge Durango 2011,2011,"326,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"30,000"
Used Mercedes-Benz ML350 2014,2014,"185,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"92,000"
Used Honda Accord 2015,2015,"177,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"36,000"
Used Toyota Land Cruiser Prado 2014,2014,"266,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"71,000"
Used Mazda 3 2012,2012,"272,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",4,N/A,"14,700"
Used Toyota Rush 2022,2022,"8,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"74,000"
Used Chevrolet Impala 2015,2015,"290,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",6,N/A,"51,000"
Used Lexus LX 570 2020,2020,"114,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"380,000"
Used Kia Optima 2013,2013,"344,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",4,N/A,"30,000"
Used Lexus LS-Series 2018,2018,"107,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",6,N/A,"240,000"
Used Toyota Sequoia 2010,2010,"450,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"35,000"
Used GMC Yukon 2010,2010,"319,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"49,000"
Used Jeep Wrangler 2021,2021,"25,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",6,N/A,"158,000"
Used Jaguar XJ 2011,2011,"187,000KM",Automatic,N/A,Green,N/A,N/A,"
            Drive
          ",8,N/A,"60,000"
Used Toyota Land Cruiser Pick Up 2019,2019,"3,000KM",Manual,N/A,Gold,N/A,N/A,"
            Drive
          ",6,N/A,"125,000"
Used Toyota Corolla 2022,2022,"11,500KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",3,N/A,"73,000"
Used Hyundai Elantra 2011,2011,"502,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",4,N/A,"14,000"
Used BMW 7 Series 2012,2012,"219,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"75,000"
Used Ford Edge 2013,2013,"184,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"42,800"
Used Chevrolet Tahoe 2013,2013,"280,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",8,N/A,"47,000"
Used Honda Accord 2012,2012,"470,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"28,000"
Used Mercedes-Benz S-Class 2016,2016,"117,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"225,000"
Used Hyundai Palisade 2020,2020,"151,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"140,000"
Used BMW 4 Series Convertible  428i 2016,2016,"120,000KM",Automatic,Petrol,Black,2,2,"
            Rear Wheel Drive
          ",4,Minor wear and tear,"110,000"
Used Mitsubishi Pajero 3.5L 5 Door Mid 2016,2016,"99,000KM",Automatic,Petrol,Black,5,3470,"
            All Wheel Drive
          ",6,Perfect inside out,"50,000"
Used Mazda CX-9 2009,2009,"235,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"23,000"
Used Toyota Land Cruiser 2007,2007,"257,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"37,000"
Used Hyundai Elantra 2016,2016,"325,000KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Hyundai Elantra 2016,2016,"131,000KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Hyundai Elantra 2013,2013,"2,400KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"14,000"
Used Toyota Camry 2017,2017,"110,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"28,000"
Used Toyota Corolla 2014,2014,"33,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"150,000"
Used Toyota Hilux 1999,1999,"400,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"16,500"
Used Toyota Camry 2009,2009,"24,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"369,000"
Used Toyota Land Cruiser 2007,2007,"250,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Hyundai Elantra 2014,2014,"400,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"16,000"
Used Nissan Frontier 2015,2015,"235,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"34,000"
Used Toyota Hiace 2018,2018,"75,000KM",N/A,N/A,Red,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"190,000"
Used Toyota Avanza 2017,2017,"133,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"32,000"
Used Toyota Corolla 2020,2020,"42,000KM",N/A,N/A,Gold,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"60,000"
Used Kia Sportage 2016,2016,"165,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"59,000"
Used Hyundai Azera 2017,2017,"145,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"60,000"
Used BMW X5 2007,2007,"226,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"34,000"
Used Renault Symbol 2019,2019,"128,171KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"23,500"
Used Chevrolet Blazer 2009,2009,"250,000KM",Automatic,Petrol,Red,5,N/A,"
            All Wheel Drive
          ",6,Perfect inside out,"20,000"
Used Toyota Corolla  1.6 Limited 2015,2015,"114,000KM",Automatic,Petrol,White,4,1600,"
            Front Wheel Drive
          ",4,Perfect inside out,"42,000"
Used Honda Pilot 2012,2012,"326,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",6,N/A,"40,000"
Used Mitsubishi Pajero 2017,2017,"141,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"60,000"
Used BMW X1 2011,2011,"207,000KM",Automatic,N/A,Gold,N/A,N/A,"
            Drive
          ",4,N/A,"28,000"
Used Nissan Armada 2015,2015,"96,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"64,000"
Used Mercedes-Benz G-Class 2019,2019,"32,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",8,N/A,"700,000"
Used Changan CS95 2019,2019,"72,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",4,N/A,"71,000"
Used Isuzu D-MAX 2020,2020,"54,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"111,500"
Used Honda Accord 2014,2014,"342,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",4,N/A,"34,000"
Used Chevrolet Sonic 2012,2012,"53,000KM",Manual,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"19,500"
Used Hyundai Grand Santa Fe 2016,2016,"180,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"64,000"
Used Chevrolet Tahoe 2016,2016,"87,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"125,000"
Used Ford Expedition 2012,2012,"563,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",8,N/A,"36,000"
Used Lexus LX 570 2018,2018,"127,000KM",Automatic,N/A,Gold,N/A,N/A,"
            Drive
          ",8,N/A,"320,000"
Used Jeep Grand Cherokee 2015,2015,"226,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",6,N/A,"58,000"
Used Porsche Cayenne  Turbo 2004,2004,"317,000KM",Automatic,Petrol,Gray,4,4500,"
            All Wheel Drive
          ",8,Perfect inside out,"28,000"
Used Chevrolet Traverse  3.6L LS (FWD) 2012,2012,"181,000KM",Automatic,Petrol,Silver,5,3564,"
            Front Wheel Drive
          ",6,Perfect inside out,"30,000"
Used Porsche Macan GTS 2017,2017,"92,000KM",Automatic,Petrol,White,5,2997,"
            All Wheel Drive
          ",6,Perfect inside out,"182,000"
Used Chevrolet Blazer 2008,2008,"365,000KM",Automatic,Petrol,Gray,N/A,3600,"
            Rear Wheel Drive
          ",6,Perfect inside out,"12,000"
Used Kia Rio 2016,2016,"120,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,500"
Used Toyota Corolla 2013,2013,"170,000KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"27,000"
Used Hyundai Elantra 2016,2016,"400,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"27,000"
Used Toyota Rav4 2008,2008,"350,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Daihatsu Terios 2008,2008,"460,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"13,500"
Used Toyota Land Cruiser 2007,2007,"250,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Kia Sportage 2013,2013,"252,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"27,000"
New Isuzu Reward 2022,2022,0KM,N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"106,000"
New GMC Yukon 2021,2021,0KM,N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"233,000"
New Toyota Highlander  2022,2022,0KM,N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"207,000"
New Toyota Highlander  2022,2022,0KM,N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"207,000"
New Toyota Land Cruiser Pick Up 2022,2022,0KM,N/A,N/A,Beige,N/A,N/A,"
            Drive
          ",6,Perfect inside out,"155,000"
New Hyundai Kona 2021,2021,0KM,N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"90,000"
Used Toyota Corolla  1.6 Limited 2015,2015,"100,000KM",Automatic,Petrol,White,4,1600,"
            Front Wheel Drive
          ",4,Perfect inside out,"20,000"
Used GMC Yukon Denali  6.2L V8 (AWD) 2007,2007,"236,000KM",Automatic,Petrol,White,5,6200,"
            All Wheel Drive
          ",8,Perfect inside out,"32,000"
Used Kia Rio Hatchback  1.4 Base 2015,2015,"331,000KM",Automatic,Petrol,Other,5,1400,"
            Front Wheel Drive
          ",4,Perfect inside out,"29,000"
Used Toyota Corolla  1.6 S 2017,2017,"100,000KM",Automatic,Petrol,White,4,1600,"
            Drive
          ",4,Perfect inside out,"29,000"
Used Honda Accord  2.4L EX 2015,2015,"71,000KM",Automatic,Petrol,Other,4,2400,"
            Front Wheel Drive
          ",4,Perfect inside out,"48,000"
Used Honda Civic  1.6L DX 1992,1992,"40,000KM",Automatic,Petrol,Red,4,1600,"
            Front Wheel Drive
          ",4,Perfect inside out,"7,000"
Used Hyundai Accent  1.4L Mid 2019,2019,"24,000KM",Automatic,Petrol,Other,4,1368,"
            Front Wheel Drive
          ",4,Perfect inside out,"43,000"
Used Toyota Camry 2.5L Grande Hybrid 212 HP 2021,2021,"13,000KM",Automatic,Hybrid,White,4,2487,"
            Front Wheel Drive
          ",4,Perfect inside out,"60,000"
Used Kia Sportage 2016,2016,188KM,Automatic,Diesel,White,4,2000,"
            All Wheel Drive
          ",4,Perfect inside out,"33,000"
Used Honda Accord 2020,2020,"65,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"75,000"
Used Mazda 6 2018,2018,"114,000KM",Automatic,N/A,Brown,N/A,N/A,"
            Drive
          ",4,N/A,"60,000"
Used Kia Quoris 2015,2015,"155,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"65,000"
Used BMW 5 Series 2016,2016,"155,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",4,N/A,"75,000"
Used Nissan Patrol 2014,2014,"191,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"100,000"
Used Hyundai Sonata 2018,2018,"163,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"55,000"
Used Ford Taurus 2018,2018,"56,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",6,N/A,"62,000"
Used Hyundai Tucson 2017,2017,"283,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"61,000"
Used Lexus ES 350 2013,2013,"234,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",6,N/A,"60,000"
Used Honda Accord 2012,2012,"391,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",4,N/A,"31,000"
Used Kia Optima 2018,2018,"309,000KM",Automatic,N/A,Brown,N/A,N/A,"
            Drive
          ",4,N/A,"40,000"
Used Ford Taurus 2015,2015,"281,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"36,000"
Used BMW X6 2013,2013,"320,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"70,000"
Used Toyota Camry 2017,2017,"204,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"46,000"
Used Mazda CX-5 2020,2020,"38,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",4,N/A,"75,000"
Used BMW 7 Series 2018,2018,"129,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"160,000"
Used Mercedes-Benz E-Class Saloon 2014,2014,"155,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"81,000"
Used Land Rover Range Rover Sport 2014,2014,"161,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"130,000"
Used BMW 6 Series Gran Coupe 2019,2019,"50,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",4,N/A,"213,000"
Used Jaguar F-Pace 2017,2017,"45,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",6,N/A,"170,000"
Used BMW 7 Series 2016,2016,"135,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"195,000"
Used Mitsubishi Pajero 2016,2016,"156,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"57,000"
Used GMC Yukon 2014,2014,"167,000KM",Automatic,N/A,Gold,N/A,N/A,"
            Drive
          ",8,N/A,"70,000"
Used Toyota FJ Cruiser 2015,2015,"173,000KM",Automatic,N/A,Yellow,N/A,N/A,"
            Drive
          ",6,N/A,"71,000"
Used Ford Explorer  3.5L V6 XLT (AWD) Mid Option 2009,2009,"231,000KM",Automatic,Petrol,Burgundy,4,3500,"
            All Wheel Drive
          ",6,Perfect inside out,"22,000"
Used Ford Explorer  3.5L V6 XLT (AWD) 2009,2009,"231,000KM",Automatic,Petrol,Burgundy,4,3500,"
            All Wheel Drive
          ",6,Perfect inside out,"22,000"
Used Hyundai Tucson  2.0L FWD 2016,2016,"200,000KM",Automatic,Petrol,White,4,2000,"
            Front Wheel Drive
          ",4,Perfect inside out,"52,000"
Used Hyundai Elantra 2014,2014,"216,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"23,000"
Used Hyundai Tucson 2016,2016,"99,497KM",N/A,N/A,Blue,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"59,000"
Used Hyundai Sonata 2005,2005,"193,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"14,000"
Used Hyundai Tucson 2017,2017,"178,978KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"58,000"
Used Hyundai Tucson 2018,2018,"161,000KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"60,000"
Used Hyundai Elantra 2019,2019,"790,000KM",N/A,N/A,Red,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"35,000"
New Hyundai Accent 2010,2010,0KM,N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"13,000"
